narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,narration_number,narration_number_large,verb_noun_pair,affordance,irr-action,grasp-type,affordance_classes,irr-action_classes,action_classes,verb_classes
P30_108_171,P30,P30_108,00:07:53.600,00:07:53.00,00:07:54.20,23650,23710,move pan,move,11,pan,5,['pan'],[5],108.0171,300108.0171,move--pan,move4,move,4,29,13,56,17
P30_108_179,P30,P30_108,00:08:08.850,00:08:08.46,00:08:09.00,24423,24450,turn off tap,turn-off,8,tap,0,['tap'],[0],108.0179,300108.0179,turn-off--tap,press0,press,0,6,5,10,4
P30_108_184,P30,P30_108,00:08:22.600,00:08:22.48,00:08:23.26,25124,25163,open cupboard,open,3,cupboard,3,['cupboard'],[3],108.0184,300108.0184,open--cupboard,pull4,pull,4,1,1,4,1
P30_108_185,P30,P30_108,00:08:25.100,00:08:24.92,00:08:25.84,25246,25292,open cupboard,open,3,cupboard,3,['cupboard'],[3],108.0185,300108.0185,open--cupboard,pull4,pull,4,1,1,4,1
P30_108_188,P30,P30_108,00:08:33.600,00:08:32.86,00:08:33.57,25643,25678,pick up mug,pick-up,0,mug,13,['mug'],[13],108.0188,300108.0188,pick-up--mug,pick4,pick,4,31,4,73,16
P30_108_195,P30,P30_108,00:08:41.600,00:08:41.20,00:08:42.47,26060,26123,open drawer,open,3,drawer,8,['drawer'],[8],108.0195,300108.0195,open--drawer,pull4,pull,4,1,1,3,1
P30_108_196,P30,P30_108,00:08:43.850,00:08:43.46,00:08:44.38,26173,26219,close cupboard,close,4,cupboard,3,['cupboard'],[3],108.0196,300108.0196,close--cupboard,push0,push,0,2,2,6,0
P30_108_205,P30,P30_108,00:08:57.350,00:08:57.13,00:08:57.65,26856,26882,close drawer,close,4,drawer,8,['drawer'],[8],108.0205,300108.0205,close--drawer,push0,push,0,2,2,9,0
P30_108_209,P30,P30_108,00:09:09.600,00:09:08.32,00:09:08.93,27416,27446,close cupboard,close,4,cupboard,3,['cupboard'],[3],108.0209,300108.0209,close--cupboard,push0,push,0,2,2,6,0
P30_108_214,P30,P30_108,00:09:20.600,00:09:20.24,00:09:20.54,28012,28027,turn off tap,turn-off,8,tap,0,['tap'],[0],108.0214,300108.0214,turn-off--tap,press0,press,0,6,5,10,4
P30_109_0,P30,P30_109,00:00:02.101,00:00:00.00,00:00:02.73,1,136,put down mug and teapot,put-down,1,mug,13,"['mug', 'teapot']","[13, 158]",109.0,300109.0,put-down--mug,place5,place,5,27,3,79,2
P30_109_7,P30,P30_109,00:00:11.854,00:00:11.08,00:00:12.14,554,607,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0007,300109.0007,turn-off--tap,press0,press,0,6,5,10,4
P30_109_8,P30,P30_109,00:00:13.853,00:00:13.77,00:00:15.07,688,753,pour water into kettle from jug,pour-into,9,water,27,"['water', 'kettle', 'jug']","[27, 44, 66]",109.0008,300109.0008,pour-into--water,overturn5,overturn,5,59,18,16,7
P30_109_11,P30,P30_109,00:00:17.603,00:00:17.23,00:00:17.63,861,881,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0011,300109.0011,turn-off--tap,press0,press,0,6,5,10,4
P30_109_15,P30,P30_109,00:00:21.354,00:00:20.71,00:00:21.33,1035,1066,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],109.0015,300109.0015,pick-up--tupperware,pick1,pick,1,12,4,77,16
P30_109_18,P30,P30_109,00:00:24.353,00:00:23.30,00:00:24.70,1165,1235,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],109.0018,300109.0018,pick-up--tupperware,pick1,pick,1,12,4,77,16
P30_109_19,P30,P30_109,00:00:25.603,00:00:25.70,00:00:26.70,1285,1335,open fridge,open,3,fridge,12,['fridge'],[12],109.0019,300109.0019,open--fridge,pull4,pull,4,1,1,1,1
P30_109_27,P30,P30_109,00:00:48.353,00:00:46.00,00:00:48.73,2300,2436,pick up spoons from drying rack,pick-up,0,spoon,1,"['spoon', 'rack:drying']","[1, 110]",109.0027,300109.0027,pick-up--spoon,pick3,pick,3,4,4,59,16
P30_109_28,P30,P30_109,00:00:48.604,00:00:48.64,00:00:49.24,2432,2462,open drawer,open,3,drawer,8,['drawer'],[8],109.0028,300109.0028,open--drawer,pull4,pull,4,1,1,3,1
P30_109_32,P30,P30_109,00:01:00.354,00:00:59.03,00:00:59.62,2951,2981,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0032,300109.0032,pick-up--knife,pick3,pick,3,4,4,58,16
P30_109_33,P30,P30_109,00:01:00.355,00:00:59.72,00:01:00.63,2986,3031,put knife,put,1,knife,4,['knife'],[4],109.0033,300109.0033,put--knife,place3,place,3,5,3,76,11
P30_109_34,P30,P30_109,00:01:00.603,00:01:00.72,00:01:01.39,3036,3069,close drawer,close,4,drawer,8,['drawer'],[8],109.0034,300109.0034,close--drawer,push0,push,0,2,2,9,0
P30_109_35,P30,P30_109,00:01:01.353,00:01:01.16,00:01:01.84,3058,3092,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],109.0035,300109.0035,pick-up--bowl,pick1,pick,1,12,4,67,16
P30_109_36,P30,P30_109,00:01:02.352,00:01:02.12,00:01:03.06,3106,3153,pick up plate,pick-up,0,plate,2,['plate'],[2],109.0036,300109.0036,pick-up--plate,pick1,pick,1,12,4,55,16
P30_109_37,P30,P30_109,00:01:03.103,00:01:02.54,00:01:03.44,3127,3172,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0037,300109.0037,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_40,P30,P30_109,00:01:06.853,00:01:06.09,00:01:06.89,3304,3344,pick up plate,pick-up,0,plate,2,['plate'],[2],109.004,300109.004,pick-up--plate,pick1,pick,1,12,4,55,16
P30_109_43,P30,P30_109,00:01:09.863,00:01:09.35,00:01:10.30,3467,3515,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0043,300109.0043,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_44,P30,P30_109,00:01:13.850,00:01:10.36,00:01:14.11,3518,3705,pick up pan,pick-up,0,pan,5,['pan'],[5],109.0044,300109.0044,pick-up--pan,pick4,pick,4,31,4,69,16
P30_109_48,P30,P30_109,00:01:23.350,00:01:21.32,00:01:24.35,4065,4217,pick up pot,pick-up,0,pot,29,['pot'],[29],109.0048,300109.0048,pick-up--pot,pick4,pick,4,31,4,62,16
P30_109_51,P30,P30_109,00:01:28.350,00:01:28.33,00:01:29.11,4416,4455,pick up pan,pick-up,0,pan,5,['pan'],[5],109.0051,300109.0051,pick-up--pan,pick4,pick,4,31,4,69,16
P30_109_56,P30,P30_109,00:01:34.600,00:01:34.34,00:01:34.89,4717,4744,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0056,300109.0056,pick-up--knife,pick3,pick,3,4,4,58,16
P30_109_59,P30,P30_109,00:01:37.850,00:01:37.24,00:01:38.99,4862,4949,put knife and chopping board down,put-down,1,knife,4,"['knife', 'board:chopping']","[4, 18]",109.0059,300109.0059,put-down--knife,place3,place,3,5,3,8,2
P30_109_62,P30,P30_109,00:01:44.363,00:01:44.15,00:01:44.83,5207,5241,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0062,300109.0062,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_64,P30,P30_109,00:01:46.100,00:01:45.69,00:01:46.49,5284,5324,close cupboard,close,4,cupboard,3,['cupboard'],[3],109.0064,300109.0064,close--cupboard,push0,push,0,2,2,6,0
P30_109_71,P30,P30_109,00:01:56.863,00:01:56.34,00:01:56.90,5817,5845,pick up mug,pick-up,0,mug,13,['mug'],[13],109.0071,300109.0071,pick-up--mug,pick4,pick,4,31,4,73,16
P30_109_82,P30,P30_109,00:02:07.350,00:02:06.04,00:02:07.79,6302,6389,close cupboard,close,4,cupboard,3,['cupboard'],[3],109.0082,300109.0082,close--cupboard,push0,push,0,2,2,6,0
P30_109_97,P30,P30_109,00:02:46.100,00:02:44.00,00:02:45.75,8200,8287,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0097,300109.0097,turn-off--tap,press0,press,0,6,5,10,4
P30_109_98,P30,P30_109,00:02:46.600,00:02:45.85,00:02:46.60,8292,8330,pick up glass,pick-up,0,glass,10,['glass'],[10],109.0098,300109.0098,pick-up--glass,pick1,pick,1,12,4,71,16
P30_109_102,P30,P30_109,00:02:51.100,00:02:51.24,00:02:53.74,8562,8687,rinse glass,rinse,2,glass,10,['glass'],[10],109.0102,300109.0102,rinse--glass,rub(overturn)1,rub(overturn),1,18,11,42,10
P30_109_103,P30,P30_109,00:02:57.350,00:02:57.49,00:02:57.80,8874,8890,turn off tap,turn-off,8,tap,0,['tap'],[0],109.0103,300109.0103,turn-off--tap,press0,press,0,6,5,10,4
P30_109_105,P30,P30_109,00:03:00.350,00:03:00.35,00:03:01.19,9017,9059,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0105,300109.0105,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_106,P30,P30_109,00:03:02.600,00:03:01.45,00:03:03.07,9072,9153,pick up plate,pick-up,0,plate,2,['plate'],[2],109.0106,300109.0106,pick-up--plate,pick1,pick,1,12,4,55,16
P30_109_107,P30,P30_109,00:03:03.600,00:03:03.60,00:03:04.20,9180,9210,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0107,300109.0107,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_115,P30,P30_109,00:03:17.363,00:03:17.05,00:03:17.80,9852,9890,close cupboard,close,4,cupboard,3,['cupboard'],[3],109.0115,300109.0115,close--cupboard,push0,push,0,2,2,6,0
P30_109_117,P30,P30_109,00:03:23.600,00:03:22.29,00:03:23.48,10114,10174,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0117,300109.0117,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_118,P30,P30_109,00:03:23.850,00:03:23.51,00:03:24.19,10175,10209,close cupboard,close,4,cupboard,3,['cupboard'],[3],109.0118,300109.0118,close--cupboard,push0,push,0,2,2,6,0
P30_109_125,P30,P30_109,00:03:29.100,00:03:28.51,00:03:29.23,10425,10461,pick up mug,pick-up,0,mug,13,['mug'],[13],109.0125,300109.0125,pick-up--mug,pick4,pick,4,31,4,73,16
P30_109_128,P30,P30_109,00:03:35.850,00:03:35.22,00:03:36.09,10761,10804,put down mug,put-down,1,mug,13,['mug'],[13],109.0128,300109.0128,put-down--mug,place5,place,5,27,3,79,2
P30_109_130,P30,P30_109,00:03:38.600,00:03:37.49,00:03:41.98,10874,11099,pour water into mug,pour-into,9,water,27,"['water', 'mug']","[27, 13]",109.013,300109.013,pour-into--water,overturn5,overturn,5,59,18,16,7
P30_109_133,P30,P30_109,00:03:55.100,00:03:47.84,00:03:54.57,11392,11728,pick up plate,pick-up,0,plate,2,['plate'],[2],109.0133,300109.0133,pick-up--plate,pick1,pick,1,12,4,55,16
P30_109_134,P30,P30_109,00:03:55.350,00:03:55.47,00:03:55.94,11773,11797,put down plate,put-down,1,plate,2,['plate'],[2],109.0134,300109.0134,put-down--plate,place1,place,1,3,3,20,2
P30_109_135,P30,P30_109,00:03:57.100,00:03:56.35,00:03:57.56,11817,11878,open drawer,open,3,drawer,8,['drawer'],[8],109.0135,300109.0135,open--drawer,pull4,pull,4,1,1,3,1
P30_109_136,P30,P30_109,00:03:58.863,00:03:57.41,00:03:59.01,11870,11950,take knife,take,0,knife,4,['knife'],[4],109.0136,300109.0136,take--knife,pick3,pick,3,4,4,7,3
P30_109_137,P30,P30_109,00:03:59.350,00:03:59.02,00:04:00.16,11951,12008,close drawer,close,4,drawer,8,['drawer'],[8],109.0137,300109.0137,close--drawer,push0,push,0,2,2,9,0
P30_109_139,P30,P30_109,00:04:09.350,00:04:08.90,00:04:10.06,12445,12503,open cupboard,open,3,cupboard,3,['cupboard'],[3],109.0139,300109.0139,open--cupboard,pull4,pull,4,1,1,4,1
P30_109_145,P30,P30_109,00:04:23.600,00:04:21.84,00:04:24.15,13091,13207,close cupboard,close,4,cupboard,3,['cupboard'],[3],109.0145,300109.0145,close--cupboard,push0,push,0,2,2,6,0
P30_109_148,P30,P30_109,00:04:26.613,00:04:25.92,00:04:27.14,13296,13357,pick up mug,pick-up,0,mug,13,['mug'],[13],109.0148,300109.0148,pick-up--mug,pick4,pick,4,31,4,73,16
P30_109_160,P30,P30_109,00:04:57.350,00:04:56.85,00:04:58.21,14842,14910,open fridge,open,3,fridge,12,['fridge'],[12],109.016,300109.016,open--fridge,pull4,pull,4,1,1,1,1
P30_109_168,P30,P30_109,00:05:16.363,00:05:16.36,00:05:16.71,15818,15835,pick up knife,pick-up,0,knife,4,['knife'],[4],109.0168,300109.0168,pick-up--knife,pick3,pick,3,4,4,58,16
P30_109_169,P30,P30_109,00:05:17.350,00:05:16.95,00:05:17.52,15847,15876,open drawer,open,3,drawer,8,['drawer'],[8],109.0169,300109.0169,open--drawer,pull4,pull,4,1,1,3,1
P30_109_171,P30,P30_109,00:05:18.350,00:05:18.40,00:05:19.03,15919,15951,close drawer,close,4,drawer,8,['drawer'],[8],109.0171,300109.0171,close--drawer,push0,push,0,2,2,9,0
P30_109_180,P30,P30_109,00:06:18.101,00:06:17.69,00:06:18.74,18884,18937,pick up knife,pick-up,0,knife,4,['knife'],[4],109.018,300109.018,pick-up--knife,pick3,pick,3,4,4,58,16
P30_109_191,P30,P30_109,00:06:49.363,00:06:48.95,00:06:49.62,20447,20481,pick up salt,pick-up,0,salt,38,['salt'],[38],109.0191,300109.0191,pick-up--salt,pick1,pick,1,12,4,64,16
P30_110_1,P30,P30_110,00:00:03.114,00:00:02.80,00:00:03.65,140,182,put down plate,put-down,1,plate,2,['plate'],[2],110.0001,300110.0001,put-down--plate,place1,place,1,3,3,20,2
P30_110_7,P30,P30_110,00:00:13.100,00:00:12.37,00:00:13.51,618,675,pick up plate,pick-up,0,plate,2,['plate'],[2],110.0007,300110.0007,pick-up--plate,pick1,pick,1,12,4,55,16
P30_110_10,P30,P30_110,00:00:16.350,00:00:15.23,00:00:16.06,761,802,turn off tap,turn-off,8,tap,0,['tap'],[0],110.001,300110.001,turn-off--tap,press0,press,0,6,5,10,4
P30_110_11,P30,P30_110,00:00:19.850,00:00:16.16,00:00:21.29,808,1064,pick up mug and v60,pick-up,0,mug,13,"['mug', 'v60']","[13, 50]",110.0011,300110.0011,pick-up--mug,pick1,pick,1,12,4,73,16
P30_110_12,P30,P30_110,00:00:20.850,00:00:20.49,00:00:21.13,1024,1056,put down mug and v60,put-down,1,mug,13,"['mug', 'v60']","[13, 50]",110.0012,300110.0012,put-down--mug,place1,place,1,3,3,79,2
P30_110_16,P30,P30_110,00:00:23.600,00:00:23.00,00:00:23.85,1150,1192,take spoon,take,0,spoon,1,['spoon'],[1],110.0016,300110.0016,take--spoon,pick3,pick,3,4,4,24,3
P30_110_22,P30,P30_110,00:00:33.600,00:00:33.25,00:00:33.90,1662,1695,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0022,300110.0022,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_27,P30,P30_110,00:00:41.862,00:00:41.33,00:00:42.29,2066,2114,close cupboard,close,4,cupboard,3,['cupboard'],[3],110.0027,300110.0027,close--cupboard,push0,push,0,2,2,6,0
P30_110_34,P30,P30_110,00:00:51.600,00:00:51.20,00:00:52.85,2560,2642,pick up mug and v60,pick-up,0,mug,13,"['mug', 'v60']","[13, 50]",110.0034,300110.0034,pick-up--mug,pick1,pick,1,12,4,73,16
P30_110_35,P30,P30_110,00:00:53.600,00:00:53.31,00:00:54.54,2665,2727,put down mug and v60,put-down,1,mug,13,"['mug', 'v60']","[13, 50]",110.0035,300110.0035,put-down--mug,place1,place,1,3,3,79,2
P30_110_39,P30,P30_110,00:00:58.363,00:00:58.65,00:00:58.95,2932,2947,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0039,300110.0039,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_41,P30,P30_110,00:01:06.850,00:01:05.27,00:01:06.48,3263,3324,open fridge,open,3,fridge,12,['fridge'],[12],110.0041,300110.0041,open--fridge,pull4,pull,4,1,1,1,1
P30_110_45,P30,P30_110,00:01:12.600,00:01:11.78,00:01:12.33,3589,3616,open drawer,open,3,drawer,8,['drawer'],[8],110.0045,300110.0045,open--drawer,pull4,pull,4,1,1,3,1
P30_110_46,P30,P30_110,00:01:14.613,00:01:12.68,00:01:13.86,3634,3693,take spoon,take,0,spoon,1,['spoon'],[1],110.0046,300110.0046,take--spoon,pick3,pick,3,4,4,24,3
P30_110_47,P30,P30_110,00:01:15.863,00:01:15.47,00:01:16.19,3773,3809,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],110.0047,300110.0047,pick-up--tupperware,pick1,pick,1,12,4,77,16
P30_110_48,P30,P30_110,00:01:16.100,00:01:16.11,00:01:16.50,3805,3825,close drawer,close,4,drawer,8,['drawer'],[8],110.0048,300110.0048,close--drawer,push0,push,0,2,2,9,0
P30_110_49,P30,P30_110,00:01:18.350,00:01:17.93,00:01:18.28,3896,3914,put down spoon,put-down,1,spoon,1,['spoon'],[1],110.0049,300110.0049,put-down--spoon,place3,place,3,5,3,25,2
P30_110_50,P30,P30_110,00:01:18.600,00:01:18.63,00:01:19.18,3931,3959,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.005,300110.005,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_51,P30,P30_110,00:01:20.600,00:01:20.33,00:01:21.13,4016,4056,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0051,300110.0051,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_52,P30,P30_110,00:01:29.100,00:01:27.69,00:01:29.92,4384,4496,close cupboard,close,4,cupboard,3,['cupboard'],[3],110.0052,300110.0052,close--cupboard,push0,push,0,2,2,6,0
P30_110_53,P30,P30_110,00:01:31.600,00:01:31.54,00:01:31.86,4577,4593,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0053,300110.0053,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_54,P30,P30_110,00:01:32.350,00:01:31.96,00:01:32.44,4598,4622,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0054,300110.0054,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_55,P30,P30_110,00:01:32.850,00:01:32.49,00:01:33.05,4624,4652,close cupboard,close,4,cupboard,3,['cupboard'],[3],110.0055,300110.0055,close--cupboard,push0,push,0,2,2,6,0
P30_110_56,P30,P30_110,00:01:33.350,00:01:33.43,00:01:34.96,4671,4748,open fridge,open,3,fridge,12,['fridge'],[12],110.0056,300110.0056,open--fridge,pull4,pull,4,1,1,1,1
P30_110_65,P30,P30_110,00:02:11.850,00:02:10.59,00:02:11.40,6529,6570,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],110.0065,300110.0065,pick-up--tupperware,pick1,pick,1,12,4,77,16
P30_110_70,P30,P30_110,00:02:22.600,00:02:20.69,00:02:22.69,7034,7134,turn off tap,turn-off,8,tap,0,['tap'],[0],110.007,300110.007,turn-off--tap,press0,press,0,6,5,10,4
P30_110_84,P30,P30_110,00:02:46.850,00:02:45.56,00:02:47.15,8278,8357,pick up mug,pick-up,0,mug,13,['mug'],[13],110.0084,300110.0084,pick-up--mug,pick1,pick,1,12,4,73,16
P30_110_86,P30,P30_110,00:02:50.350,00:02:49.89,00:02:50.43,8494,8521,turn off tap,turn-off,8,tap,0,['tap'],[0],110.0086,300110.0086,turn-off--tap,press0,press,0,6,5,10,4
P30_110_90,P30,P30_110,00:03:11.350,00:03:10.60,00:03:11.35,9530,9567,pick up plate,pick-up,0,plate,2,['plate'],[2],110.009,300110.009,pick-up--plate,pick1,pick,1,12,4,55,16
P30_110_93,P30,P30_110,00:03:14.350,00:03:13.85,00:03:17.47,9692,9873,rinse plate,rinse,2,plate,2,['plate'],[2],110.0093,300110.0093,rinse--plate,rub(overturn)1,rub(overturn),1,18,11,35,10
P30_110_97,P30,P30_110,00:03:19.101,00:03:19.26,00:03:21.22,9963,10061,rinse plate,rinse,2,plate,2,['plate'],[2],110.0097,300110.0097,rinse--plate,rub(overturn)1,rub(overturn),1,18,11,35,10
P30_110_99,P30,P30_110,00:03:22.600,00:03:22.51,00:03:22.98,10125,10149,turn off tap,turn-off,8,tap,0,['tap'],[0],110.0099,300110.0099,turn-off--tap,press0,press,0,6,5,10,4
P30_110_102,P30,P30_110,00:03:32.850,00:03:32.40,00:03:34.36,10620,10718,open cupboard,open,3,cupboard,3,['cupboard'],[3],110.0102,300110.0102,open--cupboard,pull4,pull,4,1,1,4,1
P30_110_103,P30,P30_110,00:03:34.600,00:03:33.26,00:03:34.46,10663,10723,take plate,take,0,plate,2,['plate'],[2],110.0103,300110.0103,take--plate,pick3,pick,3,4,4,19,3
P30_110_104,P30,P30_110,00:03:34.850,00:03:34.46,00:03:35.04,10723,10752,close cupboard,close,4,cupboard,3,['cupboard'],[3],110.0104,300110.0104,close--cupboard,push0,push,0,2,2,6,0
P30_110_105,P30,P30_110,00:03:36.100,00:03:35.06,00:03:36.05,10753,10802,put down plate,put-down,1,plate,2,['plate'],[2],110.0105,300110.0105,put-down--plate,place1,place,1,3,3,20,2
P30_110_107,P30,P30_110,00:03:37.363,00:03:37.13,00:03:38.25,10856,10912,open fridge,open,3,fridge,12,['fridge'],[12],110.0107,300110.0107,open--fridge,pull4,pull,4,1,1,1,1
P30_110_109,P30,P30_110,00:03:40.100,00:03:39.72,00:03:40.59,10986,11029,close fridge,close,4,fridge,12,['fridge'],[12],110.0109,300110.0109,close--fridge,push0,push,0,2,2,2,0
P30_110_113,P30,P30_110,00:03:53.350,00:03:51.00,00:03:56.19,11550,11809,pick up mug and v60,pick-up,0,mug,13,"['mug', 'v60']","[13, 50]",110.0113,300110.0113,pick-up--mug,pick1,pick,1,12,4,73,16
P30_110_115,P30,P30_110,00:03:57.100,00:03:56.70,00:03:57.95,11835,11897,put down mug and v60,put-down,1,mug,13,"['mug', 'v60']","[13, 50]",110.0115,300110.0115,put-down--mug,place5,place,5,27,3,79,2
P30_110_119,P30,P30_110,00:04:10.100,00:04:08.74,00:04:09.09,12437,12454,put down knife,put-down,1,knife,4,['knife'],[4],110.0119,300110.0119,put-down--knife,place3,place,3,5,3,8,2
P30_111_3,P30,P30_111,00:00:05.35,00:00:05.12,00:00:05.66,256,283,open cupboards,open,3,cupboard,3,['cupboard'],[3],111.0003,300111.0003,open--cupboard,pull4,pull,4,1,1,4,1
P30_111_8,P30,P30_111,00:00:14.60,00:00:13.09,00:00:15.61,654,780,open fridge,open,3,fridge,12,['fridge'],[12],111.0008,300111.0008,open--fridge,pull4,pull,4,1,1,1,1
P30_111_11,P30,P30_111,00:00:21.10,00:00:20.26,00:00:21.56,1013,1078,close fridge,close,4,fridge,12,['fridge'],[12],111.0011,300111.0011,close--fridge,push0,push,0,2,2,2,0
P30_111_12,P30,P30_111,00:00:24.35,00:00:24.33,00:00:25.29,1216,1264,open cupboard,open,3,cupboard,3,['cupboard'],[3],111.0012,300111.0012,open--cupboard,pull4,pull,4,1,1,4,1
P30_111_22,P30,P30_111,00:00:42.85,00:00:42.79,00:00:43.73,2139,2186,open fridge,open,3,fridge,12,['fridge'],[12],111.0022,300111.0022,open--fridge,pull4,pull,4,1,1,1,1
P30_111_32,P30,P30_111,00:01:06.85,00:00:59.47,00:01:06.87,2973,3343,close fridge,close,4,fridge,12,['fridge'],[12],111.0032,300111.0032,close--fridge,push0,push,0,2,2,2,0
P30_111_33,P30,P30_111,00:01:08.85,00:01:08.24,00:01:09.08,3411,3454,pick up plate from drying board,pick-up,0,plate,2,"['plate', 'board:drying']","[2, 18]",111.0033,300111.0033,pick-up--plate,pick1,pick,1,12,4,55,16
P30_111_34,P30,P30_111,00:01:09.35,00:01:08.78,00:01:09.63,3439,3481,open cupboard,open,3,cupboard,3,['cupboard'],[3],111.0034,300111.0034,open--cupboard,pull4,pull,4,1,1,4,1
P30_111_36,P30,P30_111,00:01:11.60,00:01:11.32,00:01:12.14,3565,3607,pick up mug from drying rack,pick-up,0,mug,13,"['mug', 'rack:drying']","[13, 110]",111.0036,300111.0036,pick-up--mug,pick5,pick,5,21,4,73,16
P30_111_38,P30,P30_111,00:01:15.60,00:01:15.05,00:01:15.64,3752,3782,pick up glass,pick-up,0,glass,10,['glass'],[10],111.0038,300111.0038,pick-up--glass,pick1,pick,1,12,4,71,16
P30_111_39,P30,P30_111,00:01:16.10,00:01:15.74,00:01:16.14,3786,3807,pick up mug,pick-up,0,mug,13,['mug'],[13],111.0039,300111.0039,pick-up--mug,pick5,pick,5,21,4,73,16
P30_111_42,P30,P30_111,00:01:19.85,00:01:19.12,00:01:20.68,3956,4034,close cupboards,close,4,cupboard,3,['cupboard'],[3],111.0042,300111.0042,close--cupboard,push0,push,0,2,2,6,0
P30_111_44,P30,P30_111,00:01:22.35,00:01:21.54,00:01:21.79,4076,4089,pick up plate,pick-up,0,plate,2,['plate'],[2],111.0044,300111.0044,pick-up--plate,pick1,pick,1,12,4,55,16
P30_111_56,P30,P30_111,00:02:06.35,00:02:04.23,00:02:06.18,6211,6309,pick up mug,pick-up,0,mug,13,['mug'],[13],111.0056,300111.0056,pick-up--mug,pick5,pick,5,21,4,73,16
P30_111_61,P30,P30_111,00:02:15.10,00:02:14.32,00:02:15.06,6716,6753,turn off tap,turn-off,8,tap,0,['tap'],[0],111.0061,300111.0061,turn-off--tap,press0,press,0,6,5,10,4
P30_111_67,P30,P30_111,00:02:24.35,00:02:24.07,00:02:24.76,7203,7238,open cupboard,open,3,cupboard,3,['cupboard'],[3],111.0067,300111.0067,open--cupboard,pull4,pull,4,1,1,4,1
P30_111_71,P30,P30_111,00:02:29.10,00:02:28.43,00:02:29.47,7421,7473,close cupboard,close,4,cupboard,3,['cupboard'],[3],111.0071,300111.0071,close--cupboard,push0,push,0,2,2,6,0
P30_111_73,P30,P30_111,00:02:33.35,00:02:32.28,00:02:33.92,7614,7696,turn on hob,turn-on,6,hob,24,['hob'],[24],111.0073,300111.0073,turn-on--hob,rotate5,rotate,5,8,6,12,5
P30_111_77,P30,P30_111,00:02:39.85,00:02:39.49,00:02:40.51,7974,8025,open cupboards,open,3,cupboard,3,['cupboard'],[3],111.0077,300111.0077,open--cupboard,pull4,pull,4,1,1,4,1
P30_111_85,P30,P30_111,00:02:53.10,00:02:51.00,00:02:53.00,8550,8650,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],111.0085,300111.0085,pick-up--spoon,pick3,pick,3,4,4,59,16
P30_111_86,P30,P30_111,00:02:53.35,00:02:53.04,00:02:53.60,8652,8680,put spoon in washing up bowl,put-in,5,spoon,1,"['spoon', 'bowl:washing:up']","[1, 7]",111.0086,300111.0086,put-in--spoon,place5,place,5,27,3,74,19
P30_111_87,P30,P30_111,00:02:54.10,00:02:53.69,00:02:54.20,8684,8710,move tap,move,11,tap,0,['tap'],[0],111.0087,300111.0087,move--tap,move0,move,0,34,13,68,17
P30_111_90,P30,P30_111,00:02:58.35,00:02:58.02,00:02:58.70,8901,8935,move tap,move,11,tap,0,['tap'],[0],111.009,300111.009,move--tap,move0,move,0,34,13,68,17
P30_111_98,P30,P30_111,00:03:06.60,00:03:06.15,00:03:06.59,9307,9329,turn off tap,turn-off,8,tap,0,['tap'],[0],111.0098,300111.0098,turn-off--tap,press0,press,0,6,5,10,4
P30_111_105,P30,P30_111,00:03:42.10,00:03:40.98,00:03:42.16,11049,11108,pick up onion,pick-up,0,onion,16,['onion'],[16],111.0105,300111.0105,pick-up--onion,pick3,pick,3,4,4,66,16
